username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
RealMarcusFizer;2017-10-28 15:54;0;35;"Making my day a wee bit better! Thank you #cyclONEnation … https://www. instagram.com/p/BazyZ1yHrPck VIhrLqpwTRZ81okTaPEPBMTZwI0/ …";;;#cyclONEnation;"924409017346138112";https://twitter.com/RealMarcusFizer/status/924409017346138112
heavensinkjosh;2017-10-28 15:53;0;0;"Cute little turtle on my friend Janet (702)748-3442… https://www. instagram.com/p/BazyTXHnEQ8/";;;;"924408778618843136";https://twitter.com/heavensinkjosh/status/924408778618843136
JessieEmeric;2017-10-28 15:53;0;0;"Family fun afternoon at the @neonmuseum #itsamessylife #emerickiddos #vegasfamilyfun #neonmuseum … https://www. instagram.com/p/BazyR_wg_Ap/";;@neonmuseum;#itsamessylife #emerickiddos #vegasfamilyfun #neonmuseum;"924408746180337664";https://twitter.com/JessieEmeric/status/924408746180337664
blaise158;2017-10-28 15:52;0;1;"Cocktails o'clock with the girlies #cocktails #vegas #themirage #girlsweek #friendsforlife … https://www. instagram.com/p/Bazs05RFhsg/";;;#cocktails #vegas #themirage #girlsweek #friendsforlife;"924408653087682560";https://twitter.com/blaise158/status/924408653087682560
djinfo1;2017-10-28 15:52;0;0;"Just posted a photo @Fashion Show https://www. instagram.com/p/BazyMmTlBit/";;@Fashion;;"924408552181108736";https://twitter.com/djinfo1/status/924408552181108736
CurtisWithaC;2017-10-28 15:52;0;0;"Home for the next 7 days (@Paradise Tower at Hard Rock Hotel Las Vegas in Las Vegas, NV) https://www. swarmapp.com/c/7LVzKKPjVlh";;@Paradise;;"924408509973884928";https://twitter.com/CurtisWithaC/status/924408509973884928
EthnoNightlife;2017-10-28 15:52;1;0;"::Las Vegas Event Alert:: TONIGHT #EthnoNightlife #HorrorStory "Halloween Weekend 2017" Future… https://www. instagram.com/p/BazyJ_OFSXY/";;;#EthnoNightlife #HorrorStory;"924408467481288704";https://twitter.com/EthnoNightlife/status/924408467481288704
djinfo1;2017-10-28 15:51;0;0;"Just posted a photo @Las Vegas Strip https://www. instagram.com/p/BazyH31lMeV/";;@Las;;"924408390155202561";https://twitter.com/djinfo1/status/924408390155202561
ukpete82;2017-10-28 15:51;0;0;"Halloween weekend is here! Join us at hottest spot in #bellagiolasvegas @thebanklv in #bellagio !… https://www. instagram.com/p/BazyCF5B-8q/";;@thebanklv;#bellagiolasvegas #bellagio;"924408190309163008";https://twitter.com/ukpete82/status/924408190309163008
claudiajohnson;2017-10-28 15:50;0;0;"My peeps . Love it , like minds #ysbh @Thomas & Mack Center https://www. instagram.com/p/BazxP1FlaN8/";;@Thomas;#ysbh;"924408104405618688";https://twitter.com/claudiajohnson/status/924408104405618688
DJJasonLee;2017-10-28 15:50;0;0;"Yes, that woman is wearing green pleather pants, shoes with lights,… https://www. instagram.com/p/Bazx-tVFd98l UFokW9kX_zyTxG7d9SNpASR3io0/ …";;;;"924408075460665346";https://twitter.com/DJJasonLee/status/924408075460665346
djinfo1;2017-10-28 15:49;0;0;"Just posted a photo @Fashion Show https://www. instagram.com/p/Bazx5HkFSdM/";;@Fashion;;"924407878735278080";https://twitter.com/djinfo1/status/924407878735278080
dennispirela;2017-10-28 15:48;0;0;"protein, protein and more protein ‍ #fitness #protein #gym en ProteinHouse https://www. instagram.com/p/BazxsnZlmO6/";;;#fitness #protein #gym;"924407446843674626";https://twitter.com/dennispirela/status/924407446843674626
GodivaGoddessV;2017-10-28 15:47;0;0;"@Desert breeze skate park https://www. instagram.com/p/BazxnlShRGo/";;@Desert;;"924407332573868033";https://twitter.com/GodivaGoddessV/status/924407332573868033
Letzgitit;2017-10-28 15:47;0;0;"Luda Party Tonight with Me 10/28 @ludacris at lightnightclublv #lightnightclub Nightclub Lets… https://www. instagram.com/p/BazxnUVH6L-/";;@ludacris;#lightnightclub;"924407268833157120";https://twitter.com/Letzgitit/status/924407268833157120
Dre_Dougiee;2017-10-28 15:45;0;0;"Passion 1st and then everything else will fall into place.... #TheCountdownBegins @Hard Rock… https://www. instagram.com/p/BazxcmABggg/";;@Hard;#TheCountdownBegins;"924406897633087488";https://twitter.com/Dre_Dougiee/status/924406897633087488
Letzgitit;2017-10-28 15:45;0;0;"Party Tonight with Me 10/27 @jermainedupri at @taolasvegas #taolv Nightclub Lets Git It inside… https://www. instagram.com/p/BazxYwdn6qC/";;@jermainedupri @taolasvegas;#taolv;"924406771032231936";https://twitter.com/Letzgitit/status/924406771032231936
rvogeljr;2017-10-28 15:44;0;0;"Me & my pumpkin :) @Las Vegas, Nevada https://www. instagram.com/p/BazxTh5nHmQ/";;@Las;;"924406590375124994";https://twitter.com/rvogeljr/status/924406590375124994
WaveGod702;2017-10-28 15:44;0;2;"Young Boss, Out Now! HippyG #hiphopartist #hiphop #music #newmusic #rapper #rap #indieartist … https://www. instagram.com/p/BazxQrYl0Sq/";;;#hiphopartist #hiphop #music #newmusic #rapper #rap #indieartist;"924406485987274753";https://twitter.com/WaveGod702/status/924406485987274753
djlennyalfonzo;2017-10-28 15:44;0;0;"https://www. facebook.com/bagoflollipops /posts/10101504968298498 … @DowntownSoulLV https://www. instagram.com/p/BazxPWoF0fM/";;@DowntownSoulLV;;"924406445289848832";https://twitter.com/djlennyalfonzo/status/924406445289848832
claudiajohnson;2017-10-28 15:44;0;0;"#ysbh @Thomas & Mack Center https://www. instagram.com/p/BazxOskFzy7/";;@Thomas;#ysbh;"924406424972623873";https://twitter.com/claudiajohnson/status/924406424972623873
sosweetunique;2017-10-28 15:43;0;0;"#lifemustgoon @Mandalay Bay Resort and Casino https://www. instagram.com/p/BazxBbRHDQnr N9pM-nK2Nwz_oYKeC9BfJrX8Ew0/ …";;@Mandalay;#lifemustgoon;"924406300275961858";https://twitter.com/sosweetunique/status/924406300275961858
Letzgitit;2017-10-28 15:43;0;0;"Rage Party Tonight with Me 10/28 @kaskade at @hakkasanlv #hakkasanlv Nightclub Lets Git It… https://www. instagram.com/p/BazxJ56HW53/";;@kaskade @hakkasanlv;#hakkasanlv;"924406265463291904";https://twitter.com/Letzgitit/status/924406265463291904
Letzgitit;2017-10-28 15:41;0;0;"Future Party Tonight with Me 10/28 @1future at @draislv #draislv Nightclub Lets Git It inside… https://www. instagram.com/p/Bazw91RH0hz/";;@1future @draislv;#draislv;"924405840924368898";https://twitter.com/Letzgitit/status/924405840924368898
TopKnotGoods;2017-10-28 15:41;0;0;"baby baby oh baby @broookemoore shot by @FilthyBrooke #topknotgoods #babyneedsaminute @Las… https://www. instagram.com/p/Bazw5z0FYpM/";;@broookemoore @FilthyBrooke @Las;#topknotgoods #babyneedsaminute;"924405716609200130";https://twitter.com/TopKnotGoods/status/924405716609200130
LydiaAnsel;2017-10-28 15:40;5;25;"The fun continues... #Tonight @hardrockhotellv 10p-2a #centerbar #halloweenweekend … https://www. instagram.com/p/Bazv12-F3LD/";;@hardrockhotellv;#Tonight #centerbar #halloweenweekend;"924405600662032385";https://twitter.com/LydiaAnsel/status/924405600662032385
SanchoVanRyan;2017-10-28 15:40;0;0;"#Mood #Thestruggle #Halloween in #Vegas @Acmazo @Las Vegas, Nevada https://www. instagram.com/p/Bazw0rXHG1T/";;@Acmazo @Las;#Mood #Thestruggle #Halloween #Vegas;"924405541648195585";https://twitter.com/SanchoVanRyan/status/924405541648195585
GoTeamJ;2017-10-28 15:40;0;0;"I guess you know by know what you're missing out on? But it's not to late to get you excited… https://www. instagram.com/p/Bazw0iegLX0/";;;;"924405521427308544";https://twitter.com/GoTeamJ/status/924405521427308544
DrDaliah;2017-10-28 15:40;0;1;"Zach Katz nailed it at his Bar Mitzvah!!! @Congregation Ner Tamid https://www. instagram.com/p/BazwyE_nPGu/";;@Congregation;;"924405451051229185";https://twitter.com/DrDaliah/status/924405451051229185
wm2slc;2017-10-28 15:40;0;0;"Afternoon cigar.. see if this will get rid of this cold! @… https://www. instagram.com/p/BazwyH-hsg9o PFO6iSrs5mXrfztedu1ze0YVkg0/ …";;@;;"924405436283015168";https://twitter.com/wm2slc/status/924405436283015168
Dallas_vgk;2017-10-28 15:40;0;0;"I'm at The Armory in Las Vegas, NV https://www. swarmapp.com/c/8hDvV5exIqI";;;;"924405426950635522";https://twitter.com/Dallas_vgk/status/924405426950635522
SunriseManor;2017-10-28 15:40;0;0;"temperature up 76°F -> 83°F wind 5mph -> 7mph";;;;"924405415344926721";https://twitter.com/SunriseManor/status/924405415344926721
smanr24;2017-10-28 15:39;0;1;"Had to break out the vintage #dodgers Rally Towel #ladodgers #worldseries … https://www. instagram.com/p/Bazwve-hzhf/";;;#dodgers #ladodgers #worldseries;"924405353713770496";https://twitter.com/smanr24/status/924405353713770496
thescificenter;2017-10-28 15:39;0;0;"Another shot to see these 2 kick ass independent horror films , both made by local filmmakers,… https://www. instagram.com/p/BayKwZSljtv/";;;;"924405178241048576";https://twitter.com/thescificenter/status/924405178241048576
WaveGod702;2017-10-28 15:37;0;1;"Fake in Budies video drops after N.W.O video! HippyG #hiphopartist #hiphop #music #newmusic … https://www. instagram.com/p/Bazwh4Rl3ZF/";;;#hiphopartist #hiphop #music #newmusic;"924404899692949504";https://twitter.com/WaveGod702/status/924404899692949504
theUNshopLV;2017-10-28 15:37;1;1;"Zebra Preowned Size 10 $650 In store or online. #theUN @Urban Necessities https://www. instagram.com/p/BazwgF-jely/";;@Urban;#theUN;"924404817145094144";https://twitter.com/theUNshopLV/status/924404817145094144
TamekaLindo;2017-10-28 15:36;0;0;"Day break snack. #sushi #desserts #luxury #lifestyle #lovemylife @Sushi Roku Las Vegas https://www. instagram.com/p/BazwYncFMSh/";;@Sushi;#sushi #desserts #luxury #lifestyle #lovemylife;"924404562781528064";https://twitter.com/TamekaLindo/status/924404562781528064
MarsRamz;2017-10-28 15:35;0;0;"#chelagoesto #lasvegas #cosmopolitan #cheers #happysaturday #flamingos #poolside … https://www. instagram.com/p/BazwNFanKp1/";;;#chelagoesto #lasvegas #cosmopolitan #cheers #happysaturday #flamingos #poolside;"924404175261151232";https://twitter.com/MarsRamz/status/924404175261151232
samersaad;2017-10-28 15:33;0;0;"Just posted a photo @Paradise, Nevada https://www. instagram.com/p/Bazv_xPFgVLW xv4GHiokU5RoPVdyH3cwiVLV8M0/ …";;@Paradise;;"924403710041710593";https://twitter.com/samersaad/status/924403710041710593
Cameron_ent;2017-10-28 15:32;0;0;"Just posted a photo @Excalibur Hotel Casino https://www. instagram.com/p/Bazv8RvnES9/";;@Excalibur;;"924403587312160769";https://twitter.com/Cameron_ent/status/924403587312160769
stacymccloud;2017-10-28 15:32;0;0;"FREE VITAL PROTEINS for five of you! That’s right!!! Who wants to get a months supply of… https://www. instagram.com/p/Bazv490lwg9/";;;;"924403483880632320";https://twitter.com/stacymccloud/status/924403483880632320
CharlieClown;2017-10-28 15:31;0;0;"HOA @North Las Vegas, North Las Vegas, Nevada https://www. instagram.com/p/BazvvtugtpW/";;@North;;"924403169182060544";https://twitter.com/CharlieClown/status/924403169182060544
KKadenza;2017-10-28 15:30;0;0;"Amy Winehouse shirelleatributetoamy #amywinehouse #tribute #vegas #music #pianist … https://www. instagram.com/p/BazvsEQFBLC/";;;#amywinehouse #tribute #vegas #music #pianist;"924403043046776832";https://twitter.com/KKadenza/status/924403043046776832
Chloooable;2017-10-28 15:30;0;0;"Gorgeous flowers!!! #wynnlasvegas #exploring #travel @Wynn Las Vegas https://www. instagram.com/p/Bazvp3nAf-ve 1MpWmJk_IUogSHnRltznTAQYu80/ …";;@Wynn;#wynnlasvegas #exploring #travel;"924402958279643137";https://twitter.com/Chloooable/status/924402958279643137
mrshendog;2017-10-28 15:30;0;0;"My awesome trip to the Neon Boneyard Museum! #vegashistory … https://www. instagram.com/p/BazvoAljFw8N t9vFsy8L2z-R_N1Zi9v94QVfGg0/ …";;;#vegashistory;"924402902172565505";https://twitter.com/mrshendog/status/924402902172565505
SnapShotz7;2017-10-28 15:28;0;0;"Checking out the local sights. #photoscouting #tourist #photoshoot (@The Neon Museum in Las Vegas, NV) https://www. swarmapp.com/c/jRl6Zze7em5";;@The;#photoscouting #tourist #photoshoot;"924402623117189120";https://twitter.com/SnapShotz7/status/924402623117189120
yogiescape;2017-10-28 15:28;0;1;"POOLSIDE YOGA — So super happy to be practicing in this Las Vegas heat! It's been amazing for my… https://www. instagram.com/p/BaztT87lozM/";;;;"924402541252825089";https://twitter.com/yogiescape/status/924402541252825089
ervitawlndr;2017-10-28 15:28;0;0;"Susah bedainnya @Double Tap https://www. instagram.com/p/Bazvb0BFSHg/";;@Double;;"924402478648647681";https://twitter.com/ervitawlndr/status/924402478648647681
Chloooable;2017-10-28 15:26;0;0;"Didn’t disappoint @billmaher ! #billmaher #vegas @The Mirage Hotel… https://www. instagram.com/p/BazvPN5AY5CP R83USuiyqnRU8EtUeWPZoxJgNs0/ …";;@billmaher @The;#billmaher #vegas;"924402042499731456";https://twitter.com/Chloooable/status/924402042499731456
VegasBiLL;2017-10-28 15:26;0;0;"Exciting Las Vegas Strip Panoramic Video: The Cosmopolitan, Bellagio, Paris + Eiffel Tower.… https://www. instagram.com/p/Bazu05RANTT/";;;;"924401929417052160";https://twitter.com/VegasBiLL/status/924401929417052160
deannalynnarzol;2017-10-28 15:25;0;0;"All about fall... #fall #photography #desert #landscape #october in #LasVegas #create … https://www. instagram.com/p/BazvKRTFhly/";;;#fall #photography #desert #landscape #october #LasVegas #create;"924401876702859265";https://twitter.com/deannalynnarzol/status/924401876702859265
CRAZYHORSE3LV;2017-10-28 15:25;1;1;"No tricks, all treats tonight with 100s of sexy #ch3girls ! Join us for #bootyandthebeast with… https://www. instagram.com/p/BazvHC1jTu0/";;;#ch3girls #bootyandthebeast;"924401762857111552";https://twitter.com/CRAZYHORSE3LV/status/924401762857111552
Krkic_MazonRE;2017-10-28 15:25;0;0;"New listing on the market for days and already showings @Krkic & Mazon Real Estate Group https://www. instagram.com/p/BazvGPODofL/";;@Krkic;;"924401741050687488";https://twitter.com/Krkic_MazonRE/status/924401741050687488
sassysonja;2017-10-28 15:25;0;1;"Calvin #calvinharris #omnianightclub #vegas #dance #itsmybirthday #bpm #lights #music @… https://www. instagram.com/p/BazvCfBjMuS/";;@;#calvinharris #omnianightclub #vegas #dance #itsmybirthday #bpm #lights #music;"924401719181688832";https://twitter.com/sassysonja/status/924401719181688832
2OnEnterprise;2017-10-28 15:24;0;0;"My #Father #God & My #Mother #Goddess For Real! #IamModernKemet #King #Kemet #21E @Paradise,… https://www. instagram.com/p/Bazu_-QDfY2/";;@Paradise;#Father #God #Mother #Goddess #IamModernKemet #King #Kemet #21E;"924401530731560966";https://twitter.com/2OnEnterprise/status/924401530731560966
elli_beeee;2017-10-28 15:24;0;0;"We out here wild'n out #pluckit #halloweekend @Gold Spike https://www. instagram.com/p/Bazu9rxHmajZ 0b5UKmyZ72dQIQJFG1slMiXCdU0/ …";;@Gold;#pluckit #halloweekend;"924401433486733314";https://twitter.com/elli_beeee/status/924401433486733314
_Travieeee;2017-10-28 15:24;0;0;""I fuck with OGs, I'm not thinking about the rest...give me a pair of old forces with the… https://www. instagram.com/p/Bazu8HznGKd/";;;;"924401396618637312";https://twitter.com/_Travieeee/status/924401396618637312
craycrayvaycay;2017-10-28 15:23;0;0;"Yay!! #chocolate !!! #nationalchocolateday #ysbh @Ethel's M's… https://www. instagram.com/p/Bazu6ZCDjLou m-J8k9ts0woCycp2yKd0j8Ipqw0/ …";;@Ethel;#chocolate #nationalchocolateday #ysbh;"924401344030666755";https://twitter.com/craycrayvaycay/status/924401344030666755
RSDJ_HueHolla;2017-10-28 15:23;0;0;"Here’s what’s happening this weekend... #Repost @RSDJz - SATURDAY: The Haunted Mansion at… https://www. instagram.com/p/Bazu0iGAT1z/";;@RSDJz;#Repost;"924401136311812096";https://twitter.com/RSDJ_HueHolla/status/924401136311812096
TweetTromp;2017-10-28 15:22;0;0;"Doo doo doo doo doo... doo doo doo doo doo @Downtown Container Park https://www. instagram.com/p/BazuI7ZgZgh/";;@Downtown;;"924401121879252992";https://twitter.com/TweetTromp/status/924401121879252992
djinfo1;2017-10-28 15:22;0;0;"#graffiti no1 info1 #lasvegas @Wynn Las Vegas https://www. instagram.com/p/BazulL2l_P0/";;@Wynn;#graffiti #lasvegas;"924400901426528256";https://twitter.com/djinfo1/status/924400901426528256
BeerAlien;2017-10-28 15:21;0;0;"Beer Zombies Bottle share - Drinking a Mint Coffee Milk Stout by @StoneBrewing at @595craftkitchen — http:// untp.beer/s/c520821363";;@StoneBrewing @595craftkitchen;;"924400804152438785";https://twitter.com/BeerAlien/status/924400804152438785
Ally_00p;2017-10-28 15:21;0;1;"Mom and dad met us at the Mob Museum for a gangster good time. #VegasVacation #MobMuseum … https://www. instagram.com/p/BazurIjjlSh/";;;#VegasVacation #MobMuseum;"924400801958707200";https://twitter.com/Ally_00p/status/924400801958707200
CheeseBoyComics;2017-10-28 15:21;0;0;"Halloween Comic Fest #hcf17 @Cheese Boy Comics LLC https://www. instagram.com/p/BazuqUmFmsl/";;@Cheese;#hcf17;"924400771898269696";https://twitter.com/CheeseBoyComics/status/924400771898269696
TheCuisineist;2017-10-28 15:20;0;1;"Beautiful salmon on a beautiful day. @MandalayBay @BorderGrill @ChefMikeLV #Brunch … https://www. instagram.com/p/BazujWEHwmk/";;@MandalayBay @BorderGrill @ChefMikeLV;#Brunch;"924400542763421696";https://twitter.com/TheCuisineist/status/924400542763421696
GaiaFlowers;2017-10-28 15:20;0;0;"Hello from your favorite DTLV Florist! Mother Earth's Kind of Shop. #florist #dtlv #flowers … https://www. instagram.com/p/BazujjXFVFP/";;;#florist #dtlv #flowers;"924400540271988736";https://twitter.com/GaiaFlowers/status/924400540271988736
usbankcareers;2017-10-28 15:20;0;0;"Join the U.S. Bank team! See our latest #job opening here: http:// bit.ly/2z1IqoF #Veterans #Banking #LasVegas , NV #Hiring";;;#job #Veterans #Banking #LasVegas #Hiring;"924400502267191297";https://twitter.com/usbankcareers/status/924400502267191297
TheCuisineist;2017-10-28 15:19;0;1;"Everything is better with an egg! @MandalayBay @BorderGrill @ChefMikeLV #Brunch #Support … https://www. instagram.com/p/BazucbqnPY7/";;@MandalayBay @BorderGrill @ChefMikeLV;#Brunch #Support;"924400300277952513";https://twitter.com/TheCuisineist/status/924400300277952513
Kira_Anne_Ho;2017-10-28 15:18;0;0;"I'm at Venetian Resort & Casino - @venetianvegas in Las Vegas, NV https://www. swarmapp.com/c/fBKrSOUwAu6";;@venetianvegas;;"924400044228390912";https://twitter.com/Kira_Anne_Ho/status/924400044228390912
CCWMaggie;2017-10-28 15:18;0;1;"Conceal carry Weapons classroom is all set up. Let the learning… https://www. instagram.com/p/BazuTDJHlTpf TW7eePwgrLtDqJqcdf5cVy5DTk0/ …";;;;"924399987647307776";https://twitter.com/CCWMaggie/status/924399987647307776
TheCuisineist;2017-10-28 15:18;0;1;"Oh yes Shrimp to perfection .. Classic ! @MandalayBay @BorderGrill @ChefMikeLV #Brunch … https://www. instagram.com/p/BazuS9sHLWj/";;@MandalayBay @BorderGrill @ChefMikeLV;#Brunch;"924399983880802305";https://twitter.com/TheCuisineist/status/924399983880802305
JessieEmeric;2017-10-28 15:18;0;1;"Happy 5th Anniversary @neonmuseum @The Neon Museum https://www. instagram.com/p/BazuQzKBRbK/";;@neonmuseum @The;;"924399904935632905";https://twitter.com/JessieEmeric/status/924399904935632905
jodie_regester;2017-10-28 15:17;0;0;"Last softball game of the weekend! She's a trooper! Glam makes sure… https://www. instagram.com/p/BazuPrAHi_Pf Q6t-AtOzX9E6Ypyj52ENIxhR300/ …";;;;"924399855341940738";https://twitter.com/jodie_regester/status/924399855341940738
djinfo1;2017-10-28 15:17;0;0;"#Lasvegas @Las Vegas Strip https://www. instagram.com/p/BazuHlGl75G/";;@Las;#Lasvegas;"924399808957251584";https://twitter.com/djinfo1/status/924399808957251584
TheCuisineist;2017-10-28 15:17;0;1;"Classic ! @MandalayBay @BorderGrill @ChefMikeLV #Brunch #Support #VegasStrong #lasvegas … https://www. instagram.com/p/BazuMe1H2MS/";;@MandalayBay @BorderGrill @ChefMikeLV;#Brunch #Support #VegasStrong #lasvegas;"924399763243413504";https://twitter.com/TheCuisineist/status/924399763243413504
Karl_Fredericks;2017-10-28 15:17;0;0;"“What you are to be, you are now becoming.” theliftfactory is one of my favorite gyms in da… https://www. instagram.com/p/BazuJ9BAv52/";;;;"924399672785022977";https://twitter.com/Karl_Fredericks/status/924399672785022977
yaaaschef;2017-10-28 15:17;0;0;"Elara @HiltonGrandVac really came through! Thank you for this lovely surprise @Elara, a… https://www. instagram.com/p/BazuKJWH_mB/";;@HiltonGrandVac @Elara;;"924399665893781506";https://twitter.com/yaaaschef/status/924399665893781506
TheCuisineist;2017-10-28 15:16;0;1;"Pigs in a blanket Chef Mike style .. @MandalayBay @BorderGrill @ChefMikeLV #Brunch #Support … https://www. instagram.com/p/BazuGcKH4xo/";;@MandalayBay @BorderGrill @ChefMikeLV;#Brunch #Support;"924399537397141507";https://twitter.com/TheCuisineist/status/924399537397141507
JoanPaulBerthi;2017-10-28 15:16;0;0;"(at @Bass_Pro_Shops in Las Vegas, NV) https://www. swarmapp.com/c/6SfVTmS1CsT pic.twitter.com/cFMVXlw5jz";;@Bass_Pro_Shops;;"924399534578503687";https://twitter.com/JoanPaulBerthi/status/924399534578503687
joe_jphog65;2017-10-28 15:15;0;0;"“You going to another one of those things?” Yes... Yes I Am. #theview #wvsuccess @Thomas &… https://www. instagram.com/p/BazuAsNj0ya/";;@Thomas;#theview #wvsuccess;"924399351908261888";https://twitter.com/joe_jphog65/status/924399351908261888
macerracer01;2017-10-28 15:15;0;1;"@The Cosmopolitan of Las Vegas https://www. instagram.com/p/Bazt-C0HAWB/";;@The;;"924399256882089984";https://twitter.com/macerracer01/status/924399256882089984
CarlaNWade;2017-10-28 15:15;0;0;"Trying to push through the the laziness...and offset Halloween treats! (@Koko Fit Club in Henderson, NV) https://www. swarmapp.com/c/iamFkiu5m4D";;@Koko;;"924399202192457733";https://twitter.com/CarlaNWade/status/924399202192457733
redserif;2017-10-28 15:14;0;0;"@geckowraps #happycustomer #corvettewrap @GeckoWraps https://www. instagram.com/p/Bazt1SEDsxq/";;@geckowraps @GeckoWraps;#happycustomer #corvettewrap;"924398954699255808";https://twitter.com/redserif/status/924398954699255808
RAIDERNATlON;2017-10-28 15:14;0;0;"#Raiders Travel To Buffalo To Face Bills In Reignited Rivalry http:// j.mp/2hhNH1w #RAIDERNATION #NFL pic.twitter.com/4LJTyQVso5";;;#Raiders #RAIDERNATION #NFL;"924398885119725568";https://twitter.com/RAIDERNATlON/status/924398885119725568
surf3rcalavera;2017-10-28 15:13;0;0;"Not a bad way to spend a Friday afternoon. Thanks zteamcody and bestie @rockthatrose702 ! #vegas … https://www. instagram.com/p/BaztsZlBu8p/";;@rockthatrose702;#vegas;"924398644844998656";https://twitter.com/surf3rcalavera/status/924398644844998656
redserif;2017-10-28 15:12;0;0;"TNTMotorsports #sema @TNT Motorsports LV https://www. instagram.com/p/Baztqhwj4tB/";;@TNT;#sema;"924398593330388992";https://twitter.com/redserif/status/924398593330388992
msbriannajordan;2017-10-28 15:12;5;11;"Target practice clarkcountyshootingcomplex #girlswithguns #guns #nra #secondamendment … https://www. instagram.com/p/Bazs9OqgLwA/";;;#girlswithguns #guns #nra #secondamendment;"924398572786864130";https://twitter.com/msbriannajordan/status/924398572786864130
Jan_villarubia;2017-10-28 15:10;0;0;"My awesome hubby just surprised me with the gently used beach… https://www. instagram.com/p/BaztWKIjSPG5 Txc8MIvFmxREUiCzkpjrZuXZEU0/ …";;;;"924397880735039488";https://twitter.com/Jan_villarubia/status/924397880735039488
BeerAlien;2017-10-28 15:09;0;0;"Beer Zombies Bottle share - Drinking a Milkshake IPA (Double Extra Vanilla) at @595craftkitchen - http:// untp.beer/s/c520810678";;@595craftkitchen;;"924397713382367233";https://twitter.com/BeerAlien/status/924397713382367233
Selena_Leoni;2017-10-28 15:09;0;0;""I had to dare a little bit. Who am I kidding? I had to dare a lot." #Liberace #neonmuseum … https://www. instagram.com/p/BaztO1llEmI/";;;#Liberace #neonmuseum;"924397642800562176";https://twitter.com/Selena_Leoni/status/924397642800562176
SimoNoizeMusic;2017-10-28 15:08;0;0;"Think about it. @Las Vegas, Nevada https://www. instagram.com/p/BaztMBanIWQ/";;@Las;;"924397537401982976";https://twitter.com/SimoNoizeMusic/status/924397537401982976
KKadenza;2017-10-28 15:08;0;1;"Dream come true to be playing piano and singing in an AMY WINEHOUSE tribute band!!!… https://www. instagram.com/p/BaztI0_FiHs/";;;;"924397432670011392";https://twitter.com/KKadenza/status/924397432670011392
Kindred_Jobs;2017-10-28 15:08;0;0;"This #job might be a great fit for you: Director Case Management - Spring Valley, Las Vegas - http:// bit.ly/2yZ1Bzo #Healthcare #Hiring";;;#job #Healthcare #Hiring;"924397394460008449";https://twitter.com/Kindred_Jobs/status/924397394460008449
fxkonig1962;2017-10-28 15:07;0;2;"Birthday Selfie #goodlifeleisuretour #dfkforever #vegas … https://www. instagram.com/p/BaztFs-l6xfK N-c9tJIoMJxuzbfNWy_GOaLRPk0/ …";;;#goodlifeleisuretour #dfkforever #vegas;"924397318480130048";https://twitter.com/fxkonig1962/status/924397318480130048
BFOttenbacher;2017-10-28 15:07;0;0;"@A Elvis Chapel https://www. instagram.com/p/BaztBccD3ja/";;@A;;"924397167162167296";https://twitter.com/BFOttenbacher/status/924397167162167296
bekahblossom;2017-10-28 15:06;0;0;"Today is the first time Summit will perform in this kind of venue, ever. This is such a great… https://www. instagram.com/p/Bazs4jdB9P-/";;;;"924396863536730112";https://twitter.com/bekahblossom/status/924396863536730112
hausofSannin;2017-10-28 15:05;0;0;"I won’t feel like I can’t anymore #JUICYOLIVE #gaymen #gayfit #daddyaf #homoerotic #gayvegas … https://www. instagram.com/p/Bazs2PxAyyP/";;;#JUICYOLIVE #gaymen #gayfit #daddyaf #homoerotic #gayvegas;"924396798944321536";https://twitter.com/hausofSannin/status/924396798944321536
hinagueshi;2017-10-28 15:05;0;2;"Por fiiiiin!! (@Carlo's Bake Shop - @carlosbakerylv in Las Vegas, NV w/ @adanofigueroa @luisecastelan ) https://www. swarmapp.com/c/6IStGOeeEVf";;@Carlo @carlosbakerylv @adanofigueroa @luisecastelan;;"924396635656019968";https://twitter.com/hinagueshi/status/924396635656019968
eddiegarcianv;2017-10-28 15:04;0;5;"No words!!! JULIA #halloweencostume2017 @Las Vegas, Nevada https://www. instagram.com/p/BazWHNzg_5f/";;@Las;#halloweencostume2017;"924396412380442624";https://twitter.com/eddiegarcianv/status/924396412380442624
ashleylayoga;2017-10-28 15:03;0;2;"#roadtrip2017 #desert #styles #meettheparents @realgambinoshow @Las Vegas, Nevada https://www. instagram.com/p/BazsnOCDI52/";;@realgambinoshow @Las;#roadtrip2017 #desert #styles #meettheparents;"924396280993984512";https://twitter.com/ashleylayoga/status/924396280993984512
RomyAncona;2017-10-28 15:02;0;0;"Landmine Loop tail run! @Blue Diamond, Nevada https://www. instagram.com/p/Bazsgm0H3j5m PvY8uVbZT2B_-U2Ige1yXo3rC00/ …";;@Blue;;"924396051980677120";https://twitter.com/RomyAncona/status/924396051980677120
joevertical;2017-10-28 15:01;0;0;"#aboutlastnight Easily one of the best nights I've ever had. So stoked @tonycarbajal and… https://www. instagram.com/p/BazsVu6HmJL/";;@tonycarbajal;#aboutlastnight;"924395676993310722";https://twitter.com/joevertical/status/924395676993310722
RapidSignServic;2017-10-28 15:00;0;0;"Check out new listing! Sign placed for Victor Gismondi, Award Realty - 12056 Avery Meadows,… https://www. instagram.com/p/BazsReAHA2_/";;;;"924395528644804608";https://twitter.com/RapidSignServic/status/924395528644804608
